,pl,be,uk,ru,bg,sl,cs
260, [???] to wirtualna społeczność składająca się z 4399 członków w roku akademickim 2008/2009.," [???] — гэта віртуальная суполка, якая складаецца з 4399 удзельнікаў па стане на 2008-2009 навучальны год."," [???] – це віртуальна спільнота, що складається з 4399 учасників станом на 2008-2009 навчальний рік."," [???] — виртуальное сообщество, состоящее из 4399 участников по состоянию на 2008-2009 учебный год."," [???] е виртуална общност, състояща се от 4399 членове към учебната 2008-2009 година."," [???] je virtualna skupnost, ki jo sestavlja 4.399 članov od študijskega leta 2008-2009.", [???] je virtuální komunita skládající se z 4 399 členů od akademického roku 2008-2009.
261," Założona w 1826 r. [???] jest jedną z największych na świecie fabryk ceramiki, specjalizującą się w luksusowej, ręcznie malowanej i złoconej porcelanie."," Заснаваная ў 1826 годзе [???], адна з найбуйнейшых у свеце керамічных фабрык, якая спецыялізуецца на вырабе раскошнага фарфору з ручной роспісам і пазалотай."," Заснована в 1826 році, [???] є однією з найбільших у світі керамічних фабрик, що спеціалізується на розкішному розписаному та позолоченому порцеляні."," Основанная в 1826 году, [???] является одной из крупнейших в мире керамических фабрик, специализирующихся на производстве роскошного фарфора с ручной росписью и позолотой."," Основана през 1826 г., [???] е една от най-големите фабрики за керамика в света, специализирана в луксозен ръчно рисуван и позлатен порцелан."," [???], ustanovljena leta 1826, je ena največjih keramičnih tovarn na svetu, specializirana za razkošen ročno poslikan in pozlačen porcelan."," [???], založená v roce 1826, je jednou z největších světových keramických továren, která se specializuje na luxusní ručně malovaný a zlacený porcelán."
262," Umowa o wartości 100 milionów dolarów oznacza, że ​​[???] dostarczy ubrania na mecze z lat 2006, 2008, 2010 i 2012."," Здзелка на 100 мільёнаў долараў азначае, што [???] будзе прадастаўляць вопратку для гульняў 2006, 2008, 2010 і 2012 гадоў."," Угода на 100 мільйонів доларів означає, що [???] надасть одяг для ігор 2006, 2008, 2010 та 2012 років."," Сделка на 100 миллионов долларов означает, что [???] предоставит одежду для игр 2006, 2008, 2010 и 2012 годов."," Сделката за 100 милиона долара означава, че [???] ще осигури дрехи за игрите 2006, 2008, 2010 и 2012."," Posel v vrednosti 100 milijonov dolarjev pomeni, da bo [???] zagotovil oblačila za igre 2006, 2008, 2010 in 2012."," Dohoda v hodnotě 100 milionů dolarů znamená, že [???] poskytne oblečení pro hry v letech 2006, 2008, 2010 a 2012."
263, [???] angażuje się w działalność społeczną i charytatywną., [???] займаецца грамадскай і дабрачыннай дзейнасцю., [???] займається громадською та благодійною діяльністю., [???] занимается общественной и благотворительной деятельностью., [???] участва в обществени и благотворителни дейности., [???] je vključen v skupnostne in dobrodelne dejavnosti., [???] se podílí na komunitních a charitativních aktivitách.
264," Często jednak Przywódca [???] zasugeruje rozkaz, który jest następnie ogólnie przestrzegany."," Часта, аднак, лідэр [???] прапануе загад, які пасля гэтага звычайна выконваецца."," Часто, однак, Лідер [???] пропонує наказ, якого потім зазвичай дотримуються."," Однако часто Лидер [???] предлагает приказ, которому после этого обычно следуют."," Често обаче Лидерът на [???] ще предложи заповед, която след това обикновено се следва."," Pogosto pa bo vodja [???] predlagal ukaz, ki se mu nato na splošno sledi."," Často však Vůdce [???] navrhne rozkaz, který je poté obecně dodržován."
265," [???] jest największym na świecie producentem motocykli, a także największym na świecie producentem silników spalinowych wewnętrznego spalania mierzonym objętością, produkującym ponad 14 milionów silników spalinowych każdego roku."," [???] з'яўляецца найбуйнейшым у свеце вытворцам матацыклаў, а таксама найбуйнейшым у свеце вытворцам рухавікоў унутранага згарання па аб'ёме, выпускаючы больш за 14 мільёнаў рухавікоў унутранага згарання кожны год."," [???] є найбільшим у світі виробником мотоциклів, а також найбільшим у світі виробником двигунів внутрішнього згоряння за обсягом, що виробляє понад 14 мільйонів двигунів внутрішнього згоряння щороку."," [???] является крупнейшим в мире производителем мотоциклов, а также крупнейшим в мире производителем двигателей внутреннего сгорания по объему, производя более 14 миллионов двигателей внутреннего сгорания каждый год."," [???] е най-големият производител на мотоциклети в света, както и най-големият производител в света на двигатели с вътрешно горене, измерени по обем, като произвежда повече от 14 милиона двигателя с вътрешно горене всяка година."," [???] je največji svetovni proizvajalec motornih koles in tudi največji svetovni proizvajalec motorjev z notranjim zgorevanjem, merjeno po prostornini, vsako leto proizvede več kot 14 milijonov motorjev z notranjim zgorevanjem."," [???] je největším světovým výrobcem motocyklů a zároveň největším světovým výrobcem spalovacích motorů měřeno podle objemu, přičemž každý rok vyrobí více než 14 milionů spalovacích motorů."
266, [???] jest szóstym największym producentem samochodów na świecie., [???] - шосты па велічыні вытворца аўтамабіляў у свеце., [???] є шостим за величиною виробником автомобілів у світі., [???] является шестым по величине производителем автомобилей в мире., [???] е шестият по големина автомобилен производител в света., [???] je šesti največji proizvajalec avtomobilov na svetu., [???] je šestým největším výrobcem automobilů na světě.
267, [???] wypuści pojazd w grupach po 150., [???] выпусціць транспартны сродак групамі па 150 чалавек., [???] випустить автомобіль групами по 150 осіб., [???] выпускает машины группами по 150 штук., [???] ще освободи превозното средство в групи от 150., [???] bo vozilo sprostilo v skupinah po 150., [???] uvolní vozidlo ve skupinách po 150.
268," [???] jest obecnie w fazie projektowania 10-letniego planu rozbudowy, który doda pięć kolejnych linii do istniejącego systemu."," [???] зараз знаходзіцца на стадыі распрацоўкі 10-гадовага плана пашырэння, які дадасць яшчэ пяць ліній да існуючай сістэмы."," [???] наразі перебуває на стадії розробки 10-річного плану розширення, який додасть ще п'ять ліній до існуючої системи."," [???] в настоящее время находится на этапе разработки 10-летнего плана расширения, который добавит еще пять линий к существующей системе."," [???] в момента е във фаза на проектиране на 10-годишен план за разширяване, който ще добави още пет линии към съществуващата система."," [???] je trenutno v fazi načrtovanja 10-letnega načrta širitve, ki bo obstoječemu sistemu dodal še pet linij."," [???] je v současné době ve fázi návrhu 10letého plánu expanze, který ke stávajícímu systému přidá dalších pět linek."
269," [???] nie jest pewien, gdzie powstała ta konwencja, ale datuje ją na rok 1931, z sugestią, że zbiegła się ona z dniem targowym; ułatwiłoby to głosowanie tym, którzy musieli podróżować do miast, aby oddać głos."," [???] не ведае, дзе ўзнікла гэтая канвенцыя, але датуе яе 1931 г., мяркуючы, што яна супадала з базарным днём; гэта палегчыла б галасаванне для тых, хто павінен быў ехаць у гарады, каб аддаць свой голас."," [???] не впевнений, де виникла ця конвенція, але датує її 1931 роком з припущенням, що вона збіглася з базарним днем; це полегшило б голосування для тих, кому довелося їхати до міст, щоб віддати свій голос."," [???] не уверен, где возникло это соглашение, но датирует его 1931 годом с предположением, что оно было приурочено к базарному дню; это облегчило бы голосование тем, кому нужно было ехать в города, чтобы проголосовать."," [???] не е сигурен къде е възникнала тази конвенция, но я датира от 1931 г., като се предполага, че е направена така, че да съвпадне с пазарния ден; това би улеснило гласуването за тези, които трябваше да пътуват до градовете, за да гласуват."," [???] ni prepričan, kje je nastala ta konvencija, vendar jo datira v leto 1931, s predlogom, da je bila narejena tako, da sovpada s tržnim dnevom; to bi olajšalo glasovanje za tiste, ki so morali potovati v mesta, da bi oddali svoj glas."," [???] si není jistý, kde tato úmluva vznikla, ale datuje ji do roku 1931 s návrhem, že byla předstíraná, aby se shodovala se dnem trhu; to by usnadnilo hlasování těm, kteří museli cestovat do měst, aby odevzdali svůj hlas."
270,"[???] jest stałym organem, który spotyka się na regularnych i specjalnych sesjach kilka razy w roku, aby badać zarzuty łamania praw człowieka na półkuli.","[???] з'яўляецца пастаянным органам, які збіраецца на чарговыя і спецыяльныя сесіі некалькі разоў на год для разгляду заяваў аб парушэннях правоў чалавека ў паўшар'і.","[???] є постійно діючим органом, який збирається на регулярні та спеціальні сесії кілька разів на рік для розгляду заяв про порушення прав людини у півкулі.","[???] является постоянно действующим органом, который собирается на регулярные и специальные заседания несколько раз в год для рассмотрения утверждений о нарушениях прав человека в полушарии.","[???] е постоянен орган, който се събира на редовни и специални сесии няколко пъти годишно, за да разглежда твърдения за нарушения на правата на човека в полукълбото.","[???] je stalno telo, ki se sestaja na rednih in izrednih zasedanjih večkrat letno, da preuči obtožbe o kršitvah človekovih pravic na polobli.","[???] je stálý orgán, který se schází na pravidelných a zvláštních zasedáních několikrát ročně, aby prošetřil obvinění z porušování lidských práv na polokouli."
271, [???] prowadzi obecnie badania nad podobną cząsteczką zwaną anacetrapibem., [???] у цяперашні час даследуе падобную малекулу пад назвай анацэтрапіб., [???] зараз досліджує подібну молекулу під назвою анацетрапіб., [???] в настоящее время исследует аналогичную молекулу под названием анацетрапиб.," [???] в момента проучва подобна молекула, наречена анацетрапиб."," [???] trenutno raziskuje podobno molekulo, imenovano anacetrapib.", [???] v současné době zkoumá podobnou molekulu zvanou anacetrapib.
272, Obecny status karty w [???] jest niejasny., Бягучы статус Хартыі ў межах [???] незразумелы., Поточний статус статуту в межах [???] неясний., Текущий статус устава в [???] неясен., Текущото състояние на хартата в рамките на [???] е неясно., Trenutni status listine znotraj [???] ni jasen., Aktuální stav charty v [???] je nejasný.
273," To stanowisko [???] jest ogłaszane, praktykowane i podpisało porozumienie z [???], będącym ogólnokrajowym dokumentem zwartym. """," Гэты stand by [???] абвешчаны, практыкуецца, і ён падпісаў пагадненне з [???], які з'яўляецца нацыянальным кампактным дакументам. """," Цей stand by [???] оголошується, практикується, і він підписав угоду з [???], яка є національним компактним документом. """," Эта готовность [???] объявлена, практикуется, и она подписала соглашение с [???], которое является национальным договорным документом. """," Този stand by [???] е обявен, практикуван и той подписва споразумение с [???], което е националният компактен документ. """," Ta stand by [???] je napovedan, praktičen in je podpisal pogodbo z [???], ki je nacionalni kompaktni dokument. """," Tento stand by [???] je vyhlášen, praktikován a je podepsána dohoda s [???], což je národní kompaktní dokument. """
274," [???] twierdzi, że dostawy zmierzały do ​​byłych członków [???]."," [???] сцвярджае, што пастаўкі накіроўваліся былым членам [???]."," [???] стверджує, що постачання спрямовувалися колишнім членам [???]."," [???] утверждает, что поставки направлялись бывшим членам [???]."," [???] твърди, че доставките са насочени към бивши членове на [???]."," [???] trdi, da so bile zaloge namenjene nekdanjim članom [???]."," [???] tvrdí, že dodávky směřovaly bývalým členům [???]."
275, [???] może teraz ponownie uzyskać dostęp do środków na swoim koncie bankowym., Цяпер [???] зноў можа атрымаць доступ да сродкаў свайго банкаўскага рахунку., [???] тепер знову має доступ до коштів свого банківського рахунку., [???] снова может получить доступ к средствам на своем банковском счете., [???] вече може отново да получи достъп до средствата по банковата си сметка., [???] lahko zdaj znova dostopa do sredstev svojega bančnega računa., [???] má nyní opět přístup k prostředkům svého bankovního účtu.
276, [???] to państwowy nadawca telewizyjny., [???] з'яўляецца дзяржаўным тэлеканалам., [???] — державна телевізійна компанія., [???] — государственная телекомпания., [???] е държавната телевизия., [???] je državna televizijska postaja., [???] je státní televizní vysílač.
277," Jedną z głównych globalnych firm reasekuracyjnych jest [???], której siedziba znajduje się na wschód od centrum miasta."," Адной буйной сусветнай перастрахавой кампаніяй з'яўляецца [???], штаб-кватэра якой знаходзіцца на ўсход ад цэнтра горада."," Однією з найбільших глобальних перестрахувальних компаній є [???], штаб-квартира якої знаходиться на схід від центру міста."," Одна крупная глобальная перестраховочная компания — [???], штаб-квартира которой находится к востоку от центра города."," Една голяма световна презастрахователна компания е [???], чието седалище е източно от центъра на града."," Ena večjih svetovnih pozavarovalnic je [???], katere sedež je vzhodno od mestnega središča."," Jednou z hlavních globálních zajišťovacích společností je [???], jejíž sídlo je východně od centra města."
278, [???] rozpoznaje następujące kategorie:, [???] распазнае наступныя катэгорыі:, [???] розпізнає такі категорії:, [???] распознает следующие категории:, [???] разпознава следните категории:, [???] prepozna naslednje kategorije:, [???] rozeznává následující kategorie:
279, [???] jest jedną z największych na świecie zdywersyfikowanych firm komunikacyjnych., [???] з'яўляецца адной з найбуйнейшых дыверсіфікаваных камунікацыйных кампаній у свеце., [???] є однією з найбільших диверсифікованих комунікаційних компаній у світі., [???] — одна из крупнейших диверсифицированных коммуникационных компаний в мире., [???] е една от най-големите диверсифицирани комуникационни компании в света., [???] je eno največjih razpršenih komunikacijskih podjetij na svetu., [???] je jednou z největších společností v oblasti diverzifikované komunikace na světě.
280," Dziś [???] jest koedukacyjną uczelnią humanistyczną i naukową, która oferuje programy licencjackie i magisterskie w ponad 100 dziedzinach."," Сёння [???] з'яўляецца сумесным навучаннем гуманітарных і навуковых каледжаў, які прапануе праграмы бакалаўрыяту і магістратуры ў больш чым 100 галінах."," Сьогодні [???] є коледжем гуманітарних і природничих наук із спільною освітою, який пропонує програми бакалаврату та магістратури у більш ніж 100 галузях."," Сегодня [???] - это колледж гуманитарных и естественных наук с совместным обучением, который предлагает программы бакалавриата и магистратуры в более чем 100 областях."," Днес [???] е колеж за свободни изкуства и науки за съвместно обучение, който предлага бакалавърски и магистърски програми в повече от 100 области."," Danes je [???] univerza za svobodno izobraževanje in znanost, ki ponuja dodiplomske in podiplomske programe na več kot 100 področjih."," Dnes je [???] koedukovaná vysoká škola svobodných umění a věd, která nabízí vysokoškolské a postgraduální programy ve více než 100 oborech."
281, Dziś [???] jest wszechstronną instytucją naukowo-badawczą., Сёння [???] з'яўляецца комплекснай навучальнай і навукова-даследчай установай., Сьогодні [???] є комплексним навчально-науковим закладом., Сегодня [???] представляет собой комплексное учебное и исследовательское учреждение., Днес [???] е всеобхватна учебна и изследователска институция., Danes je [???] celovita učna in raziskovalna ustanova., Dnes je [???] komplexní výukovou a výzkumnou institucí.
282, Obecnie tylko [???] nadal działa., У цяперашні час толькі [???] яшчэ працуе., Наразі лише [???] працює., В настоящее время работает только [???]., В момента само [???] все още работи., Trenutno deluje samo [???]., V současné době je stále v provozu pouze [???].
283," [???] prowadzi obecnie kilka inicjatyw, aby go zastąpić, zarówno w perspektywie krótko-, jak i długoterminowej."," [???] у цяперашні час праводзіць некалькі ініцыятыў па яго замене, як у кароткатэрміновай, так і ў доўгатэрміновай перспектыве."," [???] наразі здійснює декілька ініціатив щодо його заміни, як у короткостроковій, так і в довгостроковій перспективі."," [???] в настоящее время реализует несколько инициатив по его замене, как в краткосрочной, так и в долгосрочной перспективе."," [???] в момента преследва няколко инициативи, за да го замени, както в краткосрочен, така и в дългосрочен план."," [???] trenutno izvaja več pobud za njegovo zamenjavo, tako kratkoročno kot dolgoročno."," [???] v současné době provádí několik iniciativ, které ji mají krátkodobě i dlouhodobě nahradit."
284, Od lipca 2010 r. [???] rozważa zakazanie niektórych zastrzeżonych leków na receptę hydrokodonu i oksykodonu o stałej kombinacji – w oparciu o zawartość paracetamolu i powszechne występowanie problemów z wątrobą.," Па стане на ліпень 2010 г. [???] разглядае магчымасць забараніць некаторыя лекі з фіксаванай камбінацыяй гідракадону і аксыкадону, якія адпускаюцца па рэцэпце - з-за ўтрымання парацэтамолу і шырокага ўзнікнення праблем з печанню."," Станом на липень 2010 року [???] розглядає можливість заборони деяких лікарських засобів із фіксованою комбінацією гідрокодону та оксикодону, що відпускаються за рецептом, на основі вмісту парацетамолу та поширених проблем з печінкою.", По состоянию на июль 2010 года [???] рассматривает вопрос о запрете некоторых проприетарных рецептурных препаратов с фиксированной комбинацией гидрокодона и оксикодона на основании содержания парацетамола и широкого распространения проблем с печенью., От юли 2010 г. [???] обмисля забрана на някои патентовани лекарства с фиксирана комбинация от хидрокодон и оксикодон – въз основа на съдържанието на парацетамол и широко разпространените чернодробни проблеми., Od julija 2010 [???] razmišlja o prepovedi nekaterih lastniških zdravil na recept s fiksno kombinacijo hidrokodona in oksikodona – na podlagi vsebnosti paracetamola in razširjenosti težav z jetri., Od července 2010 [???] zvažuje zákaz některých proprietárních léků na předpis s pevnou kombinací hydrokodonu a oxykodonu – na základě obsahu paracetamolu a rozšířeného výskytu jaterních problémů.
285," [???] osłabia brak rozwoju infrastruktury, reform rynkowych i inwestycji w badania, a także wysoki deficyt publiczny."," [???] аслаблена адсутнасцю развіцця інфраструктуры, рынкавых рэформ і інвестыцый у даследаванні, а таксама высокім дзяржаўным дэфіцытам."," [???] ослаблений відсутністю розвитку інфраструктури, ринкових реформ та інвестицій у дослідження, а також високим державним дефіцитом."," [???] ослаблен отсутствием развития инфраструктуры, рыночных реформ и инвестиций в исследования, а также высоким государственным дефицитом."," [???] е отслабена от липсата на развитие на инфраструктура, пазарни реформи и инвестиции в научни изследвания, както и високия публичен дефицит."," [???] je oslabljen zaradi nerazvitosti infrastrukture, tržnih reform in naložb v raziskave ter visokega javnega primanjkljaja."," [???] je oslaben nedostatečným rozvojem infrastruktury, tržními reformami a investicemi do výzkumu a také vysokým veřejným deficitem."
286," Jednym z przykładów takiej praktyki jest [???], którego twórcy produktów publikują swoje osobiste blogi, aby wzbudzić zainteresowanie opinii publicznej ich pracą."," Адным з прыкладаў такой практыкі з'яўляецца [???], распрацоўшчыкі прадуктаў якога публікуюць свае асабістыя блогі, каб выклікаць цікавасць грамадскасці да сваёй працы."," Одним із прикладів такої практики є [???], розробники продуктів якого публікують свої особисті блоги, щоб зацікавити громадськість своєю роботою."," Одним из примеров такой практики является [???], чьи разработчики продуктов публикуют свои личные блоги, чтобы вызвать у публики интерес к своей работе."," Един пример за тази практика е [???], чиито разработчици на продукти публикуват свои лични блогове, за да предизвикат обществения интерес към работата си."," Eden od primerov te prakse je [???], katerega razvijalci izdelkov objavljajo svoje osebne bloge, da bi spodbudili zanimanje javnosti za svoje delo."," Jedním z příkladů této praxe je [???], jejíž vývojáři produktů publikují své osobní blogy, aby vzbudili zájem veřejnosti o jejich práci."
287," [???] składa się z sześćdziesięciu członków, z których jedenastu jest nominowanych przez Taoiseach, sześciu wybieranych przez dwa uniwersytety, a 43 wybieranych przez przedstawicieli publicznych z paneli kandydatów utworzonych na zasadzie zawodowej."," [???] складаецца з шасцідзесяці членаў, з адзінаццаці вылучаных Taoiseach, шэсць абіраюцца двума універсітэтамі і 43 абіраюцца прадстаўнікамі грамадскасці з калегій кандыдатаў, створаных на прафесійнай аснове."," [???] складається з шістдесяти членів, з яких одинадцять висуваються Taoiseach, шість обираються двома університетами, а 43 обираються представниками громадськості з груп кандидатів, створених на професійній основі."," [???] состоит из шестидесяти членов, одиннадцать из которых назначаются Taoiseach, шесть избираются двумя университетами и 43 избираются представителями общественности из групп кандидатов, созданных на профессиональной основе."," [???] се състои от шестдесет членове, като единадесет са номинирани от Taoiseach, шестима са избрани от два университета и 43 са избрани от обществени представители от групи от кандидати, създадени на професионална основа."," [???] sestavlja šestdeset članov, od katerih jih enajst predlaga Taoiseach, šest izvolita dve univerzi, 43 pa jih izvolijo predstavniki javnosti iz odborov kandidatov, ustanovljenih na poklicni osnovi."," [???] se skládá ze šedesáti členů, z nichž jedenáct je nominováno Taoiseach, šest volených dvěma univerzitami a 43 volených veřejnými zástupci z panelů kandidátů založených na odborném základě."
288," [???] jest niewielka w porównaniu z innymi armiami w regionie, ale jest dobrze wyposażona, z 8500 pełnoetatowym personelem wojskowym (9292 w armii rezerwowej)."," [???] невялікая ў параўнанні з іншымі арміямі ў рэгіёне, але добра абсталяваная, налічвае 8500 штатных вайскоўцаў (9292 у запасе)."," [???] невелика в порівнянні з іншими арміями в регіоні, але добре оснащена, налічуючи 8500 штатних військовослужбовців (9292 в резервній армії)."," [???] небольшая по сравнению с другими армиями в регионе, но хорошо оснащенная, с 8 500 штатных военнослужащих (9 292 в резервной армии)."," [???] е малка в сравнение с другите армии в региона, но е добре оборудвана, с 8500 военнослужещи на пълен работен ден (9292 в резервната армия)."," [???] je majhna v primerjavi z drugimi vojskami v regiji, vendar je dobro opremljena, z 8.500 vojaškimi osebami s polnim delovnim časom (9.292 v rezervni vojski)."," [???] je malá ve srovnání s ostatními armádami v regionu, ale je dobře vybavena, s 8 500 vojáky na plný úvazek (9 292 v záložní armádě)."
289, [???] jest krajowym nadawcą publicznym., [???] з'яўляецца грамадскім вяшчальнікам краіны., [???] є суспільним мовником країни., [???] является общественным вещателем страны., [???] е общественото радио в страната., [???] je državna javna radiotelevizija., [???] je veřejnoprávní vysílací společnost v zemi.
290, [???] to nowa izba do spraw zarządzania regionalnego., [???] - гэта новая палата па пытаннях рэгіянальнага кіравання., [???] – це нова палата з питань регіонального управління., [???] — новая палата по вопросам регионального управления., [???] е нова камара по въпросите на регионалното управление., [???] je nova zbornica za zadeve regionalnega upravljanja., [???] je nová komora pro záležitosti regionálního řízení.
291," [???] jest podzielony na szesnaście stref, które są dalej podzielone na sześćdziesiąt siedem dywizji, z których każda ma siedzibę główną dywizji."," [???] падзелена на шаснаццаць зон, якія далей падпадзяляюцца на шэсцьдзесят сем дывізій, кожная з якіх мае штаб дывізіі."," [???] ділиться на шістнадцять зон, які далі поділяються на шістдесят сім дивізій, кожна з яких має штаб дивізії."," [???] разделен на шестнадцать зон, которые далее подразделяются на шестьдесят семь дивизий, каждая из которых имеет штаб дивизии."," [???] е разделена на шестнадесет зони, които са допълнително разделени на шестдесет и седем дивизии, всяка от които има щаб на дивизия."," [???] je razdeljen na šestnajst con, ki so nadalje razdeljene na sedeminšestdeset divizij, od katerih ima vsaka divizijski štab."," [???] je rozdělena do šestnácti zón, které se dále dělí na šedesát sedm divizí, z nichž každá má divizní velitelství."
292, [???] buduje tamę hydroelektryczną., [???] будуе плаціну ГЭС., [???] будує дамбу гідроелектростанції., [???] строит гидроэлектростанцию., [???] строи водноелектрически язовир., [???] gradi jez hidroelektrarne., [???] staví vodní přehradu.
293, [???] to firma technologiczna i największy na świecie producent układów półprzewodnikowych pod względem przychodów.," [???] з'яўляецца тэхналагічнай кампаніяй і найбуйнейшым у свеце вытворцам паўправадніковых чыпаў, заснаваны на даходах.", [???] є технологічною компанією та найбільшим у світі виробником напівпровідникових чіпів з урахуванням доходу., [???] — технологическая компания и крупнейший в мире производитель полупроводниковых микросхем по объему выручки.," [???] е технологична компания и най-големият производител на полупроводникови чипове в света, базиран на приходи."," [???] je tehnološko podjetje in največji svetovni proizvajalec polprevodniških čipov, ki temelji na prihodkih.", [???] je technologická společnost a největší světový výrobce polovodičových čipů podle příjmů.
294," Jego symbol giełdowy to [???], wymieniony na [???]."," Яе сімвал акцый - [???], пералічаны на [???]."," Його акція — [???], перерахована на [???]."," Его биржевой символ — [???], указанный на [???]."," Неговият борсов символ е [???], посочен на [???]."," Njegov delniški simbol je [???], kotira na [???]."," Jeho akciový symbol je [???], uvedený na [???]."
295, [???] nie jest osamotniony w tej polityce., [???] не адзін у гэтай палітыцы., [???] не самотній у цій політиці., [???] не одинок в этой политике., [???] не е сам в тази политика., [???] ni sam v tej politiki., [???] není v této politice sám.
296," [???] twierdzi, że broni swojej własności intelektualnej."," [???] сцвярджае, што абараняе сваю інтэлектуальную ўласнасць."," [???] стверджує, що захищає свою інтелектуальну власність."," [???] утверждает, что защищает свою интеллектуальную собственность."," [???] твърди, че защитава своята интелектуална собственост."," [???] trdi, da brani svojo intelektualno lastnino."," [???] tvrdí, že hájí své duševní vlastnictví."
297, Jest to drugi co do wielkości eksporter ropy naftowej [???]., Гэта [???] другі па велічыні экспарцёр нафты., Це [???] 2-й за величиною експортер нафти., Это [???] второй по величине экспортер нефти., Това е [???] вторият по големина износител на петрол., To je [???] 2. največji izvoznik nafte., Je [???] 2. největším vývozcem ropy.
298," [???] jest uprawniony do określania liczby, wielkości i uprawnień władz lokalnych na mocy prawa."," [???] упаўнаважаны законам устанаўліваць колькасць, памер і паўнамоцтвы мясцовых органаў улады."," [???] уповноважений законом встановлювати кількість, розміри та повноваження органів місцевого самоврядування."," [???] правомочен устанавливать количество, размер и полномочия органов местного самоуправления законом."," [???] е упълномощен да определя броя, размера и правомощията на местните власти със закон."," [???] je pooblaščen, da z zakonom določi število, velikost in pristojnosti lokalnih oblasti."," [???] je oprávněna stanovit počet, velikost a pravomoci místních orgánů zákonem."
299, [???] jest obecnie drugą największą partią., [???] - другая па велічыні партыя ў цяперашні час., [???] на даний момент є другою за величиною партією., [???] в настоящее время является второй по величине партией., [???] е втората по големина партия в момента., [???] je trenutno druga največja stranka., [???] je v současnosti druhou největší stranou.
300,"[???] jest w trakcie dodawania kilku tysięcy megawatów mocy wytwórczych ze względu na zwiększony popyt, chociaż obecnie trwa debata na temat tego, ile należy wygenerować z nowych elektrowni węglowych, a ile gazowych, determinacja komplikuje fakt, że niektóre decyzje spółki dotyczące inwestycji kapitałowych poprzedzają ostatnie odkrycia znacznych złóż gazu ziemnego na morzu.","[???] знаходзіцца ў разгар дабаўлення некалькіх тысяч мегават генерыруючых магутнасцяў з-за павелічэння попыту, хоць у цяперашні час вядуцца дэбаты адносна таго, колькі павінна быць атрымана з новых вугальных і газавых электрастанцый, рашучасць ўскладняецца тым фактам, што некаторыя з рашэнняў аб капітальных інвестыцыях кампаніі папярэднічалі нядаўнім адкрыццям значных запасаў прыроднага газу на моры.","[???] знаходиться в розпалі додавання кількох тисяч мегават генеруючої потужності через збільшення попиту, хоча наразі точаться дебати щодо того, скільки потрібно виробляти від нових вугільних та газових електростанцій. ускладнюється тим, що деякі рішення щодо капіталовкладень компанії були прийняті до недавніх відкриттів значних запасів природного газу на шельфі.","[???] находится в разгаре добавления нескольких тысяч мегаватт генерирующих мощностей из-за возросшего спроса, хотя в настоящее время бушуют дебаты относительно того, сколько должно быть выработано на новых угольных электростанциях по сравнению с газовыми. осложняется тем фактом, что некоторые решения компании о капитальных вложениях были приняты до недавнего открытия значительных запасов природного газа на шельфе.","[???] е в разгара на добавяне на няколко хиляди мегавата производствена мощност поради увеличеното търсене, въпреки че в момента се води дебат по отношение на това колко трябва да се генерира от новите инсталации, работещи с въглища, спрямо газовите централи, решимост усложнява се от факта, че някои от решенията за капиталови инвестиции на компанията предшестват неотдавнашните открития на значителни запаси от природен газ в морето.","[???] je sredi dodajanja nekaj tisoč megavatov proizvodne zmogljivosti zaradi povečanega povpraševanja, čeprav trenutno divja razprava o tem, koliko bi bilo treba proizvesti iz novih elektrarn na premog in plinskih elektrarn, odločitev zapleteno zaradi dejstva, da so nekatere odločitve o kapitalskih naložbah družbe nastale pred nedavnimi odkritji pomembnih zalog zemeljskega plina na morju.","[???] je uprostřed přidávání několika tisíc megawattů výrobní kapacity kvůli zvýšené poptávce, i když v současné době zuří debata o tom, kolik by se mělo vyrábět z nových uhelných elektráren oproti elektrárnám spalujícím plyn. komplikuje skutečnost, že některá kapitálová investiční rozhodnutí společnosti předcházejí nedávným objevům významných zásob zemního plynu na moři."
