,pl,be,uk,ru,bg,sl,cs
1619,"[???] nie jest reprezentowany przez drużyny z lig krajowych, rugby union, rugby league, netball, soccer lub koszykówki.","[???] не прадстаўлены камандамі ў нацыянальных лігах, лігах па рэгбі, лігах па рэгбі, нетболе, футболе і баскетболе.","[???] не представлено командами в національних лігах, лігах регбі, лігах регбі, нетболу, футболі чи баскетболі.","[???] не представлен командами в национальных лигах, лигах регби, лигах регби, нетболе, футболе или баскетбольных лигах.","[???] не е представен от отбори в национални, ръгби съюз, ръгби лига, нетбол, футбол или баскетболни лиги.","[???] ne zastopajo ekipe v nacionalni, rugby union, rugby ligi, netball, nogometni ali košarkarski ligi.","[???] není zastoupena týmy v národních ligách, ragbyové unii, ragbyové lize, nohejbalu, fotbalu nebo basketbalu."
1620,"Jeśli jest to znak, że [???] jest w końcu gotowy, aby dać szansę i ocenić wyniki na podstawie umiejętności, a nie koloru skóry, to dobrze. ""","Калі гэта прыкмета таго, што [???] нарэшце гатовы даць магчымасць і ацэньваць прадукцыйнасць на аснове майстэрства, а не колеру скуры, то гэта добра. ""","Якщо це ознака того, що [???] нарешті готовий дати можливість і оцінити продуктивність на основі навичок, а не кольору шкіри, то це добре. ""","Если это признак того, что [???] наконец-то готов предоставить возможность и судить о работе, основываясь на навыках, а не на цвете кожи, то это хорошо. ""","Ако това е знак, че [???] най-накрая е готов да даде възможност и да прецени представянето въз основа на умения, а не на цвета на кожата, тогава това е нещо добро. ""","Če je to znak, da je [???] končno pripravljen dati priložnost in oceniti uspešnost na podlagi spretnosti in ne barve kože, je to dobro. ""","Pokud je to známka toho, že [???] je konečně připraven dát příležitost a posuzovat výkon na základě dovedností a ne podle barvy pleti, pak je to dobrá věc. """
1621,"[???] to jedyny rynek w USA z infrastrukturą do tankowania takiego pojazdu, choć liczba stacji jest nadal ograniczona.","[???] - адзіны рынак у ЗША з інфраструктурай для запраўкі такіх транспартных сродкаў, хоць колькасць станцый па-ранейшаму абмежавана.","[???] є єдиним ринком США з інфраструктурою для заправки такого транспортного засобу, хоча кількість станцій все ще обмежена.","[???] — единственный рынок США с инфраструктурой для заправки таких транспортных средств, хотя количество заправок все еще ограничено.","[???] е единственият пазар в САЩ с инфраструктура за зареждане на такова превозно средство, въпреки че броят на станциите все още е ограничен.","[???] je edini ameriški trg z infrastrukturo za gorivo za takšno vozilo, čeprav je število postaj še vedno omejeno.","[???] je jediným americkým trhem s infrastrukturou pro tankování takového vozidla, ačkoli počet stanic je stále omezený."
1622,"[???] to niewielka konstelacja na południowym niebie, stworzona w XVI wieku.","[???] — невялікае сузор'е на паўднёвым небе, створанае ў XVI ст.","[???] — невелике сузір'я на південному небі, створене в ХVІ ст.","[???] — маленькое созвездие на южном небе, созданное в шестнадцатом веке.","[???] е малко съзвездие в южното небе, създадено през шестнадесети век.","[???] je majhno ozvezdje na južnem nebu, ustvarjeno v šestnajstem stoletju.","[???] je malé souhvězdí na jižní obloze, vytvořené v šestnáctém století."
1623,"Od lat 90. XX wieku, w wyniku recesji, [???] podejmuje wysiłki na rzecz dywersyfikacji swojej gospodarki, koncentrując się na lotnictwie i ochronie zdrowia/biotechnologii oraz zmniejszając zależność od przemysłu naftowego.","З 1990-х гадоў, у выніку рэцэсіі, [???] прыклаў намаганні для дыверсіфікацыі сваёй эканомікі, засяродзіўшыся на аэракасмічнай і медыцынскай дапамогі/біятэхналогіях і памяншаючы залежнасць ад нафтавай прамысловасці.","З 1990-х років, внаслідок рецесії, [???] докладає зусиль для диверсифікації своєї економіки, зосереджуючись на аерокосмічній та медико-санітарній/біотехнології та зменшуючи залежність від нафтової промисловості.","С 1990-х годов, в результате рецессии, [???] предприняла усилия по диверсификации своей экономики, сосредоточив внимание на аэрокосмической отрасли и здравоохранении/биотехнологиях, а также уменьшив свою зависимость от нефтяной промышленности.","От 90-те години на миналия век, в резултат на рецесията, [???] положи усилия да диверсифицира икономиката си, като се съсредоточи върху аерокосмическите и здравните грижи/биотехнологиите и като намали зависимостта си от петролната индустрия.","Od devetdesetih let prejšnjega stoletja, kot posledica recesije, si [???] prizadeva za diverzifikacijo svojega gospodarstva z osredotočanjem na vesoljsko in zdravstveno oskrbo/biotehnologijo ter z zmanjšanjem odvisnosti od naftne industrije.","Od 90. let 20. století se v důsledku recese [???] snaží diverzifikovat svou ekonomiku tím, že se zaměřuje na letecký průmysl a zdravotní péči/biotechnologii a snižuje svou závislost na ropném průmyslu."
1624,[???] ma cztery główne zatoki przechodzące przez miasto.,"[???] мае чатыры буйныя бухты, якія праходзяць праз горад.","[???] має чотири великі затоки, що проходять через місто.",[???] через город проходят четыре основных залива.,"[???] има четири големи залива, минаващи през града.","[???] ima štiri glavne zalive, ki potekajo skozi mesto.",[???] má čtyři hlavní zálivy procházející městem.
1625,"[???] otrzymuje dużą ilość opadów rocznie, średnio około 54 cali rocznie.","[???] штогод атрымлівае вялікую колькасць ападкаў, у сярэднім каля 54 цаляў у год.","[???] отримує велику кількість опадів щорічно, в середньому близько 54 дюймів на рік.","[???] ежегодно выпадает большое количество осадков, в среднем около 54 дюймов в год.","[???] получава голямо количество валежи годишно, средно около 54 инча годишно.","[???] letno prejme veliko količino padavin, v povprečju približno 54 palcev na leto.","[???] dostává ročně velké množství srážek, v průměru asi 54 palců za rok."
1626,"[???] jest rozpoznawany na całym świecie w przemyśle energetycznym, szczególnie w dziedzinie ropy naftowej i gazu ziemnego, a także w badaniach biomedycznych i aeronautyce.",[???] прызнаны ва ўсім свеце за сваю энергетычную галіну - асабліва для нафты і прыроднага газу - а таксама для біямедыцынскіх даследаванняў і аэранаўтыкі.,"[???] відомий у всьому світі за свою енергетичну галузь, зокрема нафту та природний газ, а також біомедичні дослідження та аеронавтику.","[???] признана во всем мире за свою энергетическую промышленность, особенно за нефть и природный газ, а также за биомедицинские исследования и аэронавтику.",[???] е признат в световен мащаб за своята енергийна индустрия - особено за нефт и природен газ - както и за биомедицински изследвания и въздухоплаване.,[???] je po vsem svetu priznan za svojo energetsko industrijo – zlasti za nafto in zemeljski plin – ter za biomedicinske raziskave in aeronavtiko.,[???] je celosvětově uznáván pro svůj energetický průmysl – zejména pro ropu a zemní plyn – stejně jako pro biomedicínský výzkum a aeronautiku.
1627,"[???] jest miastem wielokulturowym, po części ze względu na wiele instytucji akademickich i silnego przemysłu, a także jako duże miasto portowe.","[???] з'яўляецца шматкультурным горадам, збольшага з-за шматлікіх навучальных устаноў і моцных галін прамысловасці, а таксама з-за таго, што ён з'яўляецца буйным партовым горадам.","[???] є мультикультурним містом, частково через його багато академічних установ і потужних галузей промисловості, а також через велике портове місто.","[???] - многокультурный город, отчасти из-за того, что в нем много академических институтов и сильной промышленности, а также из-за того, что он является крупным портовым городом.","[???] е мултикултурен град, отчасти поради многото си академични институции и силни индустрии, както и поради това, че е голям пристанищен град.","[???] je večkulturno mesto, deloma zaradi številnih akademskih institucij in močne industrije, pa tudi zaradi velikega pristaniškega mesta.","[???] je multikulturní město, zčásti kvůli mnoha akademickým institucím a silnému průmyslu a také díky tomu, že je hlavním přístavním městem."
1628,[???] to zróżnicowane miasto z dużą i rozwijającą się społecznością międzynarodową.,"[???] - гэта разнастайны горад з вялікай міжнароднай супольнасцю, якая расце.",[???] – це різноманітне місто з великою та зростаючою міжнародною спільнотою.,[???] - это разнообразный город с большим и растущим международным сообществом.,[???] е разнообразен град с голяма и растяща международна общност.,[???] je raznoliko mesto z veliko in rastočo mednarodno skupnostjo.,[???] je rozmanité město s velkou a rostoucí mezinárodní komunitou.
1629,"[???] jest także domem dla artystów ludowych, grup artystycznych i różnych małych organizacji zajmujących się sztuką progresywną.","[???] таксама з'яўляецца домам для народных майстроў, мастацкіх калектываў і розных невялікіх арганізацый прагрэсіўнага мастацтва.","[???] також є домом для народних майстрів, мистецьких груп та різних невеликих організацій прогресивного мистецтва.","[???] также является домом для народных художников, художественных групп и различных небольших организаций прогрессивного искусства.","[???] също е дом на народни художници, художествени групи и различни малки организации за прогресивно изкуство.","[???] je tudi dom ljudskih umetnikov, umetniških skupin in različnih manjših organizacij za napredno umetnost.","[???] je také domovem lidových umělců, uměleckých skupin a různých malých organizací progresivního umění."
1630,[???] to także ojczyzna posiekanej i popieprzonej muzyki.,[???] таксама з'яўляецца радзімай нарэзанай і прыкручанай музыкі.,[???] також є домом для нарізаної та прикрученої музики.,[???] также является домом для нарезанной и накрученной музыки.,[???] също е домът на нарязаната и прецакана музика.,[???] je tudi dom sesekljane in zajebane glasbe.,[???] je také domovem sekané a šroubované hudby.
1631,"[???] ma ponad sześćdziesiąt szkół wyższych, uniwersytetów i innych instytucji nadających stopnie naukowe, na których studiuje łącznie około 360 000 studentów.","[???] мае больш за шэсцьдзесят каледжаў, універсітэтаў і іншых устаноў, якія прысуджаюць дыплом, з агульным аб'ёмам навучання каля 360 000 студэнтаў.","[???] має понад шістдесят коледжів, університетів та інших установ, що надають дипломи, із загальним рівнем навчання приблизно 360 000 студентів.","[???] насчитывает более шестидесяти колледжей, университетов и других учебных заведений, в которых обучается около 360 000 студентов.","[???] има повече от шестдесет колежи, университети и други институции за присъждане на дипломи с общо записване от приблизително 360 000 студенти.","[???] ima več kot šestdeset visokih šol, univerz in drugih inštitucij za podeljevanje diplom s skupnim vpisom približno 360.000 študentov.","[???] má více než šedesát vysokých škol, univerzit a dalších institucí udělujících titul s celkovým počtem přibližně 360 000 studentů."
1632,"Będąc trzecim ośrodkiem turystycznym w kraju 50 lat temu, [???] nadal nie był w stanie pozbyć się nadmiernego polegania na turystyce.","Будучы трэцім турыстычным курортам у краіне 50 гадоў таму, [???] да гэтага часу не змог пазбавіцца ад празмернай залежнасці ад турызму.","Будучи третім туристичним курортом у країні 50 років тому, [???] досі не зміг позбутися надмірної залежності від туризму.","Будучи третьим туристическим курортом в стране 50 лет назад, [???] до сих пор не смог избавиться от чрезмерной зависимости от туризма.","От третия туристически курорт в страната преди 50 години, [???] все още не успява да се отърси от прекомерната зависимост от туризма.","Iz tega, da je bil pred 50 leti tretje turistično središče v državi, [???] se še vedno ni mogel otresti prevelikega zanašanja na turizem.","Z toho, že byl před 50 lety třetím turistickým střediskem v zemi, [???] stále nebyl schopen zbavit se přílišné závislosti na cestovním ruchu."
1633,[???] od dawna znany jest jako rekolekcje artystów i malarzy.,[???] даўно вядомы як месца адпачынку для мастакоў і жывапісцаў.,[???] давно відомий як місце для відпочинку художників і художників.,[???] уже давно известен как убежище для художников и живописцев.,[???] отдавна е известен като убежище за художници и художници.,[???] je že dolgo znan kot zatočišče umetnikov in slikarjev.,[???] je již dlouho známý jako útočiště umělců a malířů.
1634,Nazwa miasta גבעתיים [???] jest nietypowym zastosowaniem liczby podwójnej.,Назва горада גבעתיים [???] з'яўляецца нетыповым выкарыстаннем падвойнага ліку.,Назва міста גבעתיים [???] є нетиповим використанням подвійного числа.,Название города גבעתיים [???] представляет собой нетипичное использование двойного числа.,Името на града גבעתיים [???] е нетипична употреба на двойното число.,Ime mesta גבעתיים [???] je netipična uporaba dvojne številke.,Název města גבעתיים [???] je atypickým použitím dvojčísla.
1635,"Jednym ze zwyczajów, który przetrwał we współczesnym [???] jest pieczenie (a obecnie częściej kupowanie) barmracku, czyli lekkiego keksa, do którego przed pieczeniem wkłada się zwykły pierścień, monetę i inne zawieszki. .","Адным з звычаяў, які захаваўся ў сучаснасці [???], з'яўляецца выпяканне (ці, часцей у наш час, купля) бармбрака, які ўяўляе сабой лёгкі фруктовы пірог, у які перад выпечкай кладуць простае пярсцёнак, манету і іншыя амулеты. .","Одним із звичаїв, що зберігаються в сучасному [???], є випікання (або, частіше в наш час, купівля ) коржі, яка є легкою фруктовою коржою, в яку перед випічкою кладуть звичайне кільце, монету та інші принади. .","Один обычай, который сохранился в наши дни [???], - это выпечка (или чаще в наши дни покупка) бармбрака, который представляет собой легкий кекс, в который перед выпечкой кладут простое кольцо, монету и другие амулеты. .","Един обичай, който се запазва в съвремието [???], е печенето (или по-често в днешно време, закупуването) на бармбар, който представлява лек плодов сладкиш, в който преди печенето се поставят обикновен пръстен, монета и други амулети .","Eden od običajev, ki ostaja v današnjem času [???], je peka ( ali danes pogosteje nakup ) ogrščice, ki je lahka sadna pogača, v katero pred peko položijo navaden prstan, kovanec in druge čare. .","Jedním ze zvyků, který přetrvává v dnešní době [???], je pečení (nebo v dnešní době častěji nákup) barmbracku, což je lehký ovocný koláč, do kterého se před pečením vkládá obyčejný prsten, mince a další kouzla. ."
1636,"Chociaż w większości mieszkalny, [???] jest również ośrodkiem wakacyjnym, windsurfingowym i żeglarskim, miejscem, w którym wynaleziono windsurfing.","Нягледзячы на ​​тое, што ў асноўным жылы, [???] таксама з'яўляецца цэнтрам адпачынку, віндсерфінгу і парусным спортам, месцам, дзе быў вынайдзены віндсерфінг.","Хоча він переважно житловий, [???] також є центром відпочинку, віндсерфінгу та вітрильного спорту, місцем, де був винайдений віндсерфінг.","Хотя в основном это жилой район, [???] также является центром отдыха, виндсерфинга и парусного спорта, местом, где был изобретен виндсерфинг.","Въпреки че е предимно жилищен, [???] също е център за почивка, уиндсърф и ветроходство, мястото, където е изобретен уиндсърфът.","Čeprav je večinoma stanovanjski, je [???] tudi počitniški, jadralski in jadralski center, mesto, kjer so izumili jadranje na deski.","Ačkoli je [???] z velké části obytné, je také rekreačním, windsurfingovým a plachtařským centrem, místem, kde byl windsurfing vynalezen."
1637,Dzisiaj [???] jest popularnym obszarem wakacyjnym.,Сёння [???] з'яўляецца папулярным месцам адпачынку.,Сьогодні [???] є популярним місцем відпочинку.,Сегодня [???] является популярным местом отдыха.,Днес [???] е популярна ваканционна зона.,Danes je [???] priljubljeno počitniško območje.,Dnes je [???] oblíbenou rekreační oblastí.
1638,Miasto powiatowe to [???].,Павятовы горад — [???].,Повітове місто — [???].,Уездный город [???].,Окръжният град е [???].,Okrajno mesto je [???].,Krajské město je [???].
1639,"[???] ma znacznie wyższe niż średnia krajowa zatrudnienie w branżach zaawansowanych technologii, ale średni poziom w przemyśle opartym na wiedzy.","[???] мае значна большы, чым сярэдні па краіне ўзровень занятасці ў высокатэхналагічных галінах, але сярэдні ўзровень у прамысловасці, заснаванай на ведах.","[???] має значно вищий, ніж середній національний рівень зайнятості у високотехнологічних галузях, але середній рівень у галузі знань.","[???] имеет значительно более высокую, чем в среднем по стране, занятость в высокотехнологичных отраслях, но средний уровень в отрасли, основанной на знаниях.","[???] има значително по-висока от средната за страната заетост във високотехнологични индустрии, но средни нива в базираната на знанието индустрия.","[???] ima precej višjo zaposlenost od nacionalnega povprečja v visokotehnoloških industrijah, vendar povprečno raven v industriji, ki temelji na znanju.","[???] má podstatně vyšší než celostátní průměr zaměstnanost v high-tech odvětvích, ale průměrnou úroveň v průmyslu založeném na znalostech."
1640,[???] jest podzielony na osiemnaście okręgów parlamentarnych.,[???] падзелена на васемнаццаць парламенцкіх акругаў.,[???] ділиться на вісімнадцять виборчих округів.,[???] разделен на восемнадцать парламентских округов.,[???] е разделен на осемнадесет парламентарни избирателни района.,[???] je razdeljen na osemnajst parlamentarnih volilnih enot.,[???] je rozdělena do osmnácti parlamentních obvodů.
1641,[???] to największy na świecie region przetwórstwa pomidorów w przeliczeniu na hektar.,[???] з'яўляецца найбуйнейшым рэгіёнам па перапрацоўцы таматаў у разліку на акр.,[???] є найбільшим регіоном переробки томатів на площу в світі.,[???] является крупнейшим в мире регионом по переработке помидоров на единицу площади.,[???] е най-големият регион за обработка на домати на площ в света.,[???] je največja regija predelave paradižnika na površino na svetu.,[???] je největší zpracovatelský region rajčat na plochu na světě.
1642,Dzięki unikalnemu połączeniu klimatu i bogatej gleby [???] jest jednym z najlepszych obszarów uprawy warzyw na świecie.,Дзякуючы ўнікальнаму спалучэнню клімату і багатай глебы [???] з'яўляецца адным з лепшых раёнаў для вырошчвання гародніны ў свеце.,Завдяки унікальному поєднанню клімату та багатих ґрунтів [???] є одним із найкращих районів для вирощування овочів у світі.,"Благодаря уникальному сочетанию климата и богатой почвы, [???] является одним из лучших районов для выращивания овощей в мире.","С уникалната си комбинация от климат и богата почва, [???] е една от най-добрите райони за отглеждане на зеленчуци в света.",S svojo edinstveno kombinacijo podnebja in bogate zemlje je [???] eno najboljših območij za pridelavo zelenjave na svetu.,Díky jedinečné kombinaci klimatu a bohaté půdy je [???] jednou z nejlepších oblastí pro pěstování zeleniny na světě.
1643,[???] ma średnio 270 słonecznych dni i 98 mokrych dni w roku.,[???] мае ў сярэднім 270 сонечных дзён і 98 вільготных дзён у годзе.,[???] має в середньому 270 сонячних і 98 вологих днів на рік.,[???] имеет в среднем 270 солнечных дней и 98 дождливых дней в году.,[???] има средно 270 слънчеви дни и 98 влажни дни в годината.,[???] ima povprečno 270 sončnih dni in 98 mokrih dni na leto.,[???] má v roce průměrně 270 slunečných dnů a 98 vlhkých dnů.
1644,[???] ma trzy duże wyścigi szosowe:,[???] мае тры вялікія дарожныя гонкі:,[???] має три великі шосейні гонки:,[???] имеет три больших шоссейных гонки:,[???] има три големи пътни състезания:,[???] ima tri velike cestne dirke:,[???] má tři velké silniční závody:
1645,[???] nie ma profesjonalnych drużyn sportowych.,[???] не мае прафесійных спартыўных каманд.,[???] не має професійних спортивних команд.,[???] не имеет профессиональных спортивных команд.,[???] няма професионални спортни отбори.,[???] nima profesionalnih športnih ekip.,[???] nemá žádné profesionální sportovní týmy.
1646,"Chociaż [???] poczynił postępy w kierunku reform demokratycznych i utrzymania rządów prawa, poważne braki w kodeksie wyborczym pozostają do usunięcia, co pokazały wybory parlamentarne w czerwcu 2001 roku.","Нягледзячы на ​​тое, што [???] дасягнуў поспехаў у напрамку дэмакратычных рэформ і захавання вяршэнства закона, сур'ёзныя недахопы ў выбарчым кодэксе яшчэ трэба ліквідаваць, што было прадэманстравана на парламенцкіх выбарах у чэрвені 2001 года.","Незважаючи на те, що [???] зробила кроки у напрямку демократичних реформ і підтримання верховенства права, серйозні недоліки у виборчому кодексі все ще потрібно усунути, що було продемонстровано на парламентських виборах у червні 2001 року.","Хотя [???] добился успехов в демократических реформах и поддержании верховенства права, серьезные недостатки в избирательном кодексе еще предстоит устранить, как показали парламентские выборы в июне 2001 года.","Въпреки че [???] направи крачки към демократична реформа и поддържане на върховенството на закона, остават да бъдат отстранени сериозните недостатъци в избирателния кодекс, както беше показано на парламентарните избори през юни 2001 г.","Čeprav je [???] naredil korak naprej proti demokratičnim reformam in ohranjanju pravne države, je treba resne pomanjkljivosti v volilnem zakoniku odpraviti, kot so pokazale parlamentarne volitve junija 2001.","Ačkoli [???] učinila kroky směrem k demokratické reformě a zachování právního státu, zbývá vyřešit závažné nedostatky ve volebním řádu, jak se ukázalo v parlamentních volbách v červnu 2001."
1647,"Jego mieszkańcy [???] znosili głód, epidemie, wojny domowe, najazdy niewolników i kolonializm; nie raz widzieli, jak ich populacja załamała się, i stworzyli dziedzictwo kulturowe, które przyniosło im sławę nieproporcjonalną do ich liczebności.","Яе жыхары [???] перажылі голад, эпідэміі, грамадзянскую вайну, набегі рабоў і каланіялізм; неаднаразова бачылі крах іх насельніцтва і стварылі культурную спадчыну, якая прынесла ім славу, несуразмерную іх колькасці.","Його мешканці [???] пережили голод, епідемії, громадянську війну, набіги рабів і колоніалізм; вони бачили крах їхнього населення неодноразово і створили культурну спадщину, яка принесла їм славу, непропорційну їх чисельності.","Его жители [???] пережили голод, эпидемии, гражданскую войну, набеги рабов и колониализм; не раз видели, как резко сокращалось их население, и создали культурное наследие, которое принесло им славу, несоизмеримую с их численностью.","Неговите жители [???] са претърпели глад, епидемии, гражданска война, набези на роби и колониализъм; са виждали срив на населението им повече от един път и са създали културно наследство, което им е донесло слава, непропорционална на техния брой.","Njeni prebivalci so [???] preživeli lakoto, epidemije, državljansko vojno, napade sužnjev in kolonializem; so večkrat videli, da se njihova populacija zruši, in ustvarili kulturno zapuščino, ki jim je prinesla slavo, ki je nesorazmerna z njihovim številom.","Jeho obyvatelé [???] vydrželi hladomory, epidemie, občanskou válku, nájezdy otroků a kolonialismus; Viděli pád jejich populace při více než jedné příležitosti a vytvořili kulturní dědictví, které jim vyneslo slávu nad míru jejich počtu."
1648,Konflikt militarny z 2006 r. z [???] zwiększył kontrowersje.,Ваенны канфлікт з [???] 2006 года ўзмацніў спрэчкі.,Військовий конфлікт 2006 року з [???] посилив суперечки.,Военный конфликт 2006 года с [???] усилил полемику.,Военният конфликт с [???] от 2006 г. засили противоречията.,Vojaški spopad z [???] leta 2006 je povečal polemiko.,Vojenský konflikt s [???] v roce 2006 zvýšil kontroverzi.
1649,[???] doświadcza ciepłego letniego klimatu kontynentalnego.,[???] адчувае цёплы летні кантынентальны клімат.,[???] відчуває теплий літній континентальний клімат.,[???] имеет теплый летний континентальный климат.,[???] изпитва топъл летен континентален климат.,[???] doživlja toplo poletno celinsko podnebje.,[???] zažívá teplé letní kontinentální klima.
1650,Jego dokładna trasa przez [???] była od tego czasu źródłem sporów naukowych.,Яго дакладны маршрут праз [???] з тых часоў быў крыніцай навуковых спрэчак.,Його точний маршрут через [???] з тих пір є джерелом наукових суперечок.,Его точный маршрут над [???] с тех пор является источником научных споров.,Точният му маршрут през [???] е източник на научни спорове оттогава.,Njegova natančna pot čez [???] je od takrat vir znanstvenih sporov.,Jeho přesná trasa přes [???] je od té doby zdrojem odborných sporů.
1651,"[???] jest przykładem ich architektury, która przetrwała do czasów współczesnych.","[???] з'яўляецца прыкладам іх архітэктуры, якая захавалася да нашых дзён.","[???] є прикладом їх архітектури, яка збереглася до наших днів.","[???] является примером их архитектуры, сохранившейся до наших дней.","[???] е пример за тяхната архитектура, която е продължила до наши дни.","[???] je primer njihove arhitekture, ki je trajala vse do današnjih dni.","[???] je příkladem jejich architektury, která přetrvala až do dnešních dnů."
1652,[???] jest uznanym międzynarodowym liderem w rozwoju sportu i sprzętu dla graczy.,[???] з'яўляецца прызнаным міжнародным лідэрам у развіцці гэтага віду спорту і абсталявання для гульцоў.,[???] є визнаним міжнародним лідером у розвитку спорту та обладнання для гравців.,[???] является признанным международным лидером в области развития спорта и оборудования для игроков.,[???] е признат международен лидер в развитието на спорта и оборудването за играчи.,[???] je priznan mednarodni vodja na področju razvoja športa in opreme za igralce.,[???] je uznávaným mezinárodním lídrem ve vývoji sportu a vybavení pro hráče.
1653,[???] ma charakterystyczne budynki z piaskowca z dachami z łupków.,[???] мае адметныя будынкі з пяшчаніку з шыфернымі дахамі.,[???] має характерні будівлі з пісковика з шиферними дахами.,[???] имеет характерные здания из песчаника с шиферными крышами.,[???] има отличителни сгради от пясъчник с покриви от шисти.,[???] ima značilne stavbe iz peščenjaka s strehami iz skrilavca.,[???] má výrazné pískovcové budovy s břidlicovými střechami.
1654,Miasto powiatowe to [???].,Павятовы горад — [???].,Повітове місто — [???].,Уездный город [???].,Окръжният град е [???].,Okrajno mesto je [???].,Krajské město je [???].
1655,[???] stanowi siedlisko dla różnorodnej flory i fauny.,[???] дае асяроддзе пражывання для разнастайнай флоры і фауны.,[???] дає середовище проживання для різноманітної флори та фауни.,[???] обеспечивает среду обитания для разнообразной флоры и фауны.,[???] предоставя местообитание за разнообразна флора и фауна.,[???] ponuja habitat za raznoliko floro in favno.,[???] poskytuje stanoviště pro různé druhy rostlin a živočichů.
1656,"Utrata produkcji samolotów na poziomie [???] to tylko jedna z wielu strat przemysłowych, ponieważ firmy kapitalizują wartości gruntów i przenoszą się do regionów, w których grunty są tańsze, a rekrutacja łatwiejsza.","Страта вытворчасці самалётаў у [???] з'яўляецца толькі адной з шэрагу страт прамысловасці, паколькі кампаніі капіталізуюць ад кошту зямлі і пераязджаюць у рэгіёны, дзе зямля таннейшая, а наём прасцей.","Втрата виробництва літаків у [???] є лише однією з низки промислових втрат, оскільки компанії заробляють на вартості землі та переміщуються в регіони, де земля дешевша, а найм легше.","Потеря производства самолетов в [???] — лишь одна из ряда промышленных потерь, поскольку компании извлекают выгоду из стоимости земли и переезжают в регионы, где земля дешевле, а наем проще.","Загубата на производство на самолети в [???] е само една от редицата индустриални загуби, тъй като компаниите се възползват от стойността на земята и се преместват в региони, където земята е по-евтина и набирането на служители е по-лесно.","Izguba proizvodnje letal v [???] je le ena od številnih industrijskih izgub, saj podjetja izkoriščajo vrednosti zemljišč in se selijo v regije, kjer je zemljišče cenejše in je zaposlovanje lažje.","Ztráta výroby letadel na [???] je jen jednou z mnoha průmyslových ztrát, protože společnosti vydělávají na hodnotách pozemků a stěhují se do regionů, kde je půda levnější a nábor je snazší."
1657,[???] ma 26 niezależnych szkół i 73 państwowe szkoły średnie.,[???] мае 26 самастойных школ і 73 дзяржаўныя сярэднія школы.,[???] має 26 самостійних шкіл і 73 державні загальноосвітні школи.,[???] имеет 26 частных школ и 73 государственных средних школы.,[???] има 26 самостоятелни училища и 73 държавни средни училища.,[???] ima 26 samostojnih šol in 73 državnih srednjih šol.,[???] má 26 samostatných škol a 73 státních středních škol.
1658,[???] jest również wzmiankowany w zachowanych kodeksach astronomicznych i wczesnej mitologii.,[???] таксама згадваецца ў захаваных астранамічных кодэксах і ранняй міфалогіі.,[???] також згадується в збережених астрономічних кодексах і ранній міфології.,[???] также упоминается в сохранившихся астрономических кодексах и ранней мифологии.,[???] се споменава и в запазените астрономически кодекси и ранната митология.,[???] je omenjen tudi v ohranjenih astronomskih kodeksih in zgodnji mitologiji.,[???] je také zmíněn v dochovaných astronomických kodexech a rané mytologii.
1659,"Heroina w postaci [???] najczęściej występuje w postaci soli chlorowodorkowej, która do rozpuszczenia wymaga tylko wody.","Гераін у [???] часцей за ўсё сустракаецца ў форме гідрахларыднай солі, для растварэння якой патрабуецца толькі вада.","Героїн у [???] найчастіше зустрічається у формі гідрохлоридної солі, для розчинення якої потрібна лише вода.","Героин в [???] чаще всего встречается в форме гидрохлоридной соли, для растворения которой требуется только вода.","Хероинът в [???] най-често се среща във формата на хидрохлоридна сол, която изисква само вода за разтваряне.","Heroin v [???] se najpogosteje nahaja v obliki hidrokloridne soli, ki zahteva samo vodo, da se raztopi.","Heroin v [???] se nejčastěji vyskytuje ve formě hydrochloridové soli, která vyžaduje pouze vodu, aby se rozpustila."
1660,"Począwszy od lat 70. nacisk przeniesiono na abstynencję i używanie metadonu, do tej pory tylko niewielkiej liczbie użytkowników [???] przepisano heroinę.","Пачынаючы з 1970-х гадоў акцэнт зрушыўся на ўстрыманне і ўжыванне метадону, і дагэтуль толькі невялікай колькасці спажыўцоў [???] прапісваюць гераін.","Починаючи з 1970-х років, акцент перемістився на утримання та вживання метадону, і дотепер лише невелика кількість споживачів у [???] призначають героїн.","Начиная с 1970-х акцент сместился на воздержание и использование метадона, до сих пор только небольшому числу потребителей в [???] прописывают героин.","В началото на 70-те години на миналия век акцентът се измества към въздържанието и употребата на метадон, като досега само малък брой потребители в [???] се предписват на хероин.","V sedemdesetih letih prejšnjega stoletja se je poudarek premaknil na abstinenco in uporabo metadona, do zdaj je heroin predpisan le majhnemu številu uporabnikov v [???].","Od 70. let 20. století se důraz přesunul na abstinenci a užívání metadonu, dosud je heroin předepisován pouze malému počtu uživatelů v [???]."
