,pl,be,uk,ru,bg,sl,cs
800,"Banki [loc] pobierają opłaty roczne za karty debetowe (mimo że płatności kartą są bardzo opłacalne dla banków), jednak nie pobierają od klientów osobistych za książeczki czekowe ani za realizację czeków (mimo że czeki są bardzo kosztowne dla banków).","Банкі [loc] спаганяюць штогадовую плату за дэбетавыя карты (нягледзячы на ​​тое, што плацяжы па картках вельмі рэнтабельныя для банкаў), але яны не бяруць плату з асабістых кліентаў за чэкавыя кніжкі або апрацоўку чэкаў (нягледзячы на ​​тое, што чэкі вельмі дарагія для банкаў).","Банки [loc] стягують щорічну комісію за дебетові картки (незважаючи на те, що карткові платежі дуже рентабельні для банків), але вони не стягують плату з особистих клієнтів за чекові книжки або обробку чеків (незважаючи на те, що чеки дуже дорогі для банків).","Банки [loc] взимают ежегодную плату за дебетовые карты (несмотря на то, что платежи по картам очень рентабельны для банков), но они не взимают плату с физических лиц за чековые книжки или обработку чеков (несмотря на то, что чеки обходятся банкам очень дорого).","Банките [loc] начисляват годишни такси за дебитни карти (въпреки че картовите плащания са много рентабилни за банките), но те не таксуват лични клиенти за чекови книжки или обработка на чекове (въпреки че чековете са много скъпи за банките).","Banke [loc] zaračunavajo letne provizije za debetne kartice (čeprav so kartična plačila za banke zelo stroškovno učinkovita), vendar osebnim strankam ne zaračunavajo čekovnih knjižic ali obdelave čekov (čekovi so za banke zelo dragi).","Banky [loc] účtují roční poplatky za debetní karty (přestože platby kartou jsou pro banky velmi nákladově efektivní), přesto neúčtují osobním zákazníkům šekové knížky nebo zpracování šeků (přestože šeky jsou pro banky velmi nákladné)."
801,"Połowa dzieci [loc] jest nieszczepiona, a tylko 40% populacji ma dostęp do podstawowej opieki zdrowotnej.","Палова дзяцей [loc] не прышчэпленыя, і толькі 40% насельніцтва мае доступ да базавай медыцынскай дапамогі.","Половина дітей [loc] не вакциновані, і лише 40% населення мають доступ до базової медичної допомоги.","Половина детей [loc] не привиты, и только 40 % населения имеют доступ к базовой медицинской помощи.",Половината от децата [loc] са неваксинирани и само 40 % от населението има достъп до основни здравни грижи.,Polovica otrok [loc] je necepljenih in le 40 % prebivalstva ima dostop do osnovne zdravstvene oskrbe.,Polovina dětí [loc] je neočkovaná a pouze 40 % populace má přístup k základní zdravotní péči.
802,"Z mariny w centrum miasta na plażę prowadzi 1,5 kilometrowa promenada [loc].","Набярэжная даўжынёй 1,5 кіламетра вядзе ад прыстані ў цэнтры горада да пляжу [loc].","Від пристані для яхт у центрі міста до пляжу [loc] веде 1,5-кілометрова набережна.",Полуторакилометровая набережная ведет от пристани в центре города к пляжу [loc].,"1,5 километра дълга алея води от яхтеното пристанище в центъра на града до плажа [loc].","Od marine v centru mesta do plaže [loc] pelje 1,5 kilometra dolga promenada.","1,5 km dlouhá promenáda vede z přístavu v centru města na pláž [loc]."
803,"Robił to grając muzykę ludową w kafanie [loc], pracując na budowach i sprzedając gazety.","Ён рабіў гэта, граючы народную музыку ў кафане [loc], працуючы на ​​будоўлях, прадаючы газеты.","Він робив це, граючи народну музику в кафані [loc], працюючи на будівництві, продаваючи газети.","Он делал это, играя народную музыку в кафане [loc], работая на стройках и продавая газеты.","Той правеше това, като пускаше народна музика в кафана [loc], работеше на строителни обекти и продаваше вестници.","To je počel tako, da je v kafani [loc] vrtel narodnozabavno glasbo, delal na gradbiščih in prodajal časopise.","Dělal to tak, že hrál lidovou hudbu v kafaně [loc], pracoval na stavbách a prodával noviny."
804,Po ukończeniu edukacji przez krótki czas uczył retoryki [loc].,Пасля заканчэння адукацыі непрацяглы час выкладаў рыторыку [loc].,Після закінчення освіти недовгий час викладав риторику [loc].,По окончании образования некоторое время преподавал риторику [loc].,След завършване на образованието си преподава реторика [loc] за кратко време.,Po končanem izobraževanju je kratek čas poučeval retoriko [loc].,Po ukončení vzdělání vyučoval krátkou dobu rétoriku [loc].
805,"Ci, którzy borykają się z nowymi, nieprzetestowanymi technologiami, są dokładniej znani, zwłaszcza [loc], jako ekolodzy polityczni.","Тыя, хто пярэчыць за новымі неправеранымі тэхналогіямі, больш дакладна вядомыя, асабліва [loc], як палітычныя эколагі.","Ті, хто суперечить новим неперевіреним технологіям, точніше відомі, особливо [loc], як політологи.","Те, кто оспаривает новые непроверенные технологии, точнее известны, особенно [loc], как политические экологи.","Тези, които се противопоставят на новите неизпитани технологии, са по-точно известни, особено [loc], като политически еколози.","Tisti, ki se soočajo z novimi nepreizkušenimi tehnologijami, so bolj natančno znani, zlasti [loc], kot politični ekologi.","Ti, kdo mají problém s novými nevyzkoušenými technologiemi, jsou přesněji známí, zejména [loc], jako političtí ekologové."
806,"Monety etruskie pojawiły się w skrytkach lub pojedynczo w grobowcach i w wykopaliskach pozornie przypadkowo, oczywiście skoncentrowanych [loc].","Этрускія манеты аказваліся ў сховах або паасобку ў магільнях і ў раскопках, здавалася б, выпадковым чынам, засяроджаныя, вядома, [loc].","Етруські монети виявлялися в сховищах або окремо в гробницях і при розкопках, здавалося б, навмання, зосереджено, звичайно, [в ???).","Этрусские монеты попадались в тайниках или поштучно в гробницах и при раскопках как бы случайно, концентрируясь, конечно, [loc].","Етруските монети са се намирали в тайници или поотделно в гробници и при разкопки привидно на случаен принцип, съсредоточени, разбира се, [loc].","Etruščanski kovanci so se pojavljali v zakladih ali posamezno v grobnicah in pri izkopavanjih, navidez naključno, skoncentrirani, seveda [loc].","Etruské mince se objevily v skrýších nebo jednotlivě v hrobkách a ve vykopávkách zdánlivě náhodně, soustředěně, samozřejmě [loc]."
807,"Istniały dwa główne powody, dla których „tercjaryzacja” miała inny przebieg [loc] niż gdzie indziej:","Існавалі дзве асноўныя прычыны таго, што «тэрцыярызацыя» ішла іншым шляхам [loc], чым у іншых месцах:","Існували дві основні причини того, що «терціаризація» йшла іншим шляхом [loc], ніж деінде:","Было две основные причины, по которым «третичизация» пошла другим путем [loc], чем где-либо еще:","Имаше две основни причини, поради които „терциаризацията“ следва различен курс [loc] от другаде:","Obstajala sta dva glavna razloga, da je »terciarizacija« potekala drugače [loc] kot drugje:","Existovaly dva hlavní důvody, proč „terciarizace“ sledovala jiný kurz [loc] než jinde:"
808,Akredytowanych dyplomatów jest kilku [loc].,Акрэдытаваных дыпламатаў [loc] мала.,Акредитованих дипломатів [loc] небагато.,Аккредитованных дипломатов мало [loc].,Има малко акредитирани дипломати [loc].,Malo je akreditiranih diplomatov [loc].,Je málo akreditovaných diplomatů [loc].
809,EFTPOS jest bardzo popularny [loc] i działa tam od lat 80-tych.,EFTPOS вельмі папулярны [loc] і працуе там з 1980-х гадоў.,EFTPOS дуже популярний [loc] і працює там з 1980-х років.,EFTPOS очень популярен [loc] и работает там с 1980-х годов.,EFTPOS е много популярен [loc] и работи там от 80-те години на миналия век.,EFTPOS je zelo priljubljen [loc] in tam deluje že od 80. let prejšnjega stoletja.,EFTPOS je velmi populární [loc] a funguje tam od 80. let.
810,Ten kontrakt jest największym kontraktem na zakup broni krótkiej [loc] historii organów ścigania.,Гэты кантракт лічыцца самым буйным кантрактам на закупку пісталета [loc] гісторыі праваахоўных органаў.,Цей контракт вважається найбільшим контрактом на закупівлю зброї [loc] в історії правоохоронних органів.,Этот контракт считается крупнейшим контрактом на поставку пистолетов [loc] истории правоохранительных органов.,Този договор се нарежда като най-големият договор за доставка на пистолет [loc] история на правоприлагането.,Ta pogodba se uvršča med največjo pogodbo o naročilu pištole [loc] zgodovini kazenskega pregona.,Tato smlouva se řadí mezi největší zakázky na nákup ručních zbraní [loc] historii vymáhání práva.
811,"W 123 przybył [loc], gdzie osobiście prowadził kampanię przeciwko miejscowym buntownikom.","У 123 годзе ён прыбыў [loc], дзе асабіста ўзначаліў паход супраць мясцовых паўстанцаў.","У 123 році він прибув [loc], де особисто очолив похід проти місцевих повстанців.","В 123 г. он прибыл [loc], где лично возглавил поход против местных повстанцев.","През 123 г. той пристига [loc], където лично ръководи кампания срещу местните бунтовници.","Leta 123 je prispel [loc], kjer je osebno vodil kampanjo proti lokalnim upornikom.","V roce 123 dorazil [do ???], kde osobně vedl kampaň proti místním rebelům."
812,"Podczas wizyty w lipcu 1936 r. pisał listy, w których informował, że „istnieje bardziej inteligentne przywództwo [loc] niż się powszechnie uważa”.","Падчас свайго візіту ў ліпені 1936 г. ён пісаў лісты, у якіх гаварыў, што «было больш разумнае кіраўніцтва [loc], чым гэта агульнапрызнана».","Під час свого візиту в липні 1936 року він писав листи, в яких говорилося, що «було більш розумне керівництво [???], ніж загальновизнано».","Во время своего визита в июле 1936 года он писал письма, в которых говорилось, что существует «более разумное руководство [loc], чем это обычно признается».","По време на посещението си през юли 1936 г. той пише писма, в които казва, че има „по-интелигентно ръководство [loc], отколкото е общоприето“.","Med svojim obiskom julija 1936 je pisal pisma, v katerih je pisal, da je bilo ""bolj inteligentno vodstvo [???], kot je splošno priznano.""","Během své návštěvy v červenci 1936 napsal dopisy, v nichž uvedl, že existuje „inteligentnější vedení [loc], než je obecně uznáváno“."
813,"Przytoczona lista identyfikatorów pokazuje, że miało to miejsce [loc] iw kilkunastu innych krajach.","Прыведзены спіс ідэнтыфікатараў паказвае, што гэта адбылося [loc] і больш чым у дзясятку іншых краін.","Наведений список ідентифікаторів показує, що це сталося [loc] і більш ніж в десятку інших країн.","Приведенный список идентификаторов показывает, что это произошло [loc] и более чем в дюжине других стран.","Цитираният списък с идентификатори показва, че това се е случило [loc] и в повече от дузина други страни.","Naveden seznam identifikatorjev kaže, da se je to zgodilo [loc] in v več kot ducatu drugih državah.","Citovaný seznam identifikátorů ukazuje, že k tomu došlo [loc] a ve více než tuctu dalších zemí."
814,Wszystkie złapane poza czterema zostały później osądzone i powieszone [loc].,"Пазней усіх, акрамя чатырох, злавілі, судзілі і павешалі [loc].","Усіх спійманих, крім чотирьох, згодом судили й повісили [loc].","Всех пойманных, кроме четырех, позже судили и повесили [loc].",Всички с изключение на четирима от заловените по-късно бяха съдени и обесени [loc].,"Vse, razen štirih, ujetih, so kasneje sodili in obesili [loc].",Všichni chycení kromě čtyř byli později souzeni a oběšeni [loc].
815,Obecnie mieszka i uczy gry na flecie pan [loc].,У цяперашні час ён пражывае і выкладае пан-флейце [loc].,В даний час він проживає і викладає пан-флейти [loc].,В настоящее время он проживает и преподает пан-флейту [loc].,В момента той пребивава и преподава пан флейта [loc].,Trenutno prebiva in poučuje pan flavto [loc].,V současné době bydlí a vyučuje panovou flétnu [loc].
816,Na wschodzie góry łączą się z tymi [loc].,На ўсходзе горы зліваюцца з тымі [loc].,На сході гори зливаються з тими [loc].,На востоке горы сливаются с теми [loc].,На изток планините се сливат с тези [loc].,Na vzhodu se gore zlijejo s tistimi [loc].,Na východě hory splývají s těmi [loc].
817,Sześciokątny BN został po raz pierwszy użyty w kosmetyce około 1940 roku [loc].,Шасцікутны BN быў упершыню выкарыстаны ў касметыцы прыкладна ў 1940 годзе [loc].,Гексагональний BN вперше був використаний в косметиці приблизно в 1940 році [loc].,Гексагональный BN был впервые использован в косметике примерно в 1940 году [loc].,Hexagonal BN е използван за първи път в козметиката около 1940 г. [в ​​???].,Heksagonalni BN je bil prvič uporabljen v kozmetiki okoli leta 1940 [loc].,Hexagonal BN byl poprvé použit v kosmetice kolem roku 1940 [loc].
818,"Chociaż gubernator-porucznik jest technicznie najpotężniejszą osobą [loc], w rzeczywistości jest figurantem, którego działania są ograniczone konwencją obyczajową i konstytucyjną.","Хаця лейтэнант-губернатар з'яўляецца тэхнічна самай магутнай асобай [loc], у рэчаіснасці ён з'яўляецца фігурантам, дзеянні якога абмежаваныя звычаямі і канстытуцыйнымі канвенцыямі.","Хоча лейтенант-губернатор технічно є найпотужнішою людиною [loc], насправді він є фігурою, дії якої обмежені звичаями та конституційними умовами.","Хотя лейтенант-губернатор технически является самым могущественным человеком [loc], в действительности он является подставным лицом, чьи действия ограничены обычаями и конституционными соглашениями.","Въпреки че лейтенант-губернаторът е технически най-влиятелният човек [loc], той в действителност е фигура, чиито действия са ограничени от обичаи и конституционни конвенции.","Čeprav je podguverner tehnično najmočnejša oseba [loc], je v resnici figura, katere dejanja so omejena z običajnimi in ustavnimi konvencijami.","Ačkoli je nadporučík technicky nejmocnější osobou [loc], ve skutečnosti je figurkou, jejíž akce jsou omezeny zvyklostmi a ústavními konvencemi."
819,Siedlisko Dhole jest również przekształcane jak [loc].,"Асяроддзе пасялення Dhole таксама трансфармуецца, як [loc].","Середовище проживання долів також трансформується, як [loc].","Среда обитания волков также трансформируется, как [loc].",Местообитанието на Dhole също се трансформира като [loc].,Tudi habitat Dhole se spreminja kot [loc].,Biotop Dhole se také mění jako [loc].
820,Wszystkie obecne dławiki mocy [loc] są typu CANDU.,Усе сучасныя энергетычныя рэактары [loc] тыпу CANDU.,Усі поточні енергетичні реактори [loc] типу CANDU.,Все современные энергетические реакторы [loc] относятся к типу CANDU.,Всички текущи силови реактори [loc] са от типа CANDU.,Vsi trenutni močnostni reaktorji [loc] so tipa CANDU.,Všechny současné energetické reaktory [loc] jsou typu CANDU.
821,"Należy przypomnieć, że produkowane i spożywane [loc] proszki i pasty curry są niezwykle różnorodne; trochę czerwony, trochę żółty, trochę brązowy; niektóre z pięcioma przyprawami, a inne nawet z 20 lub więcej.","Варта паўтарыць, што парашкі і пасты кары, якія вырабляюцца і спажываюцца [loc], надзвычай разнастайныя; некаторыя чырвоныя, некаторыя жоўтыя, некаторыя карычневыя; некаторыя з пяццю спецыямі, а некаторыя з 20 і больш.","Слід повторити, що порошки та пасти каррі, що виробляються та споживаються [loc], надзвичайно різноманітні; хто червоний, хто жовтий, хто коричневий; деякі з п'ятьма спеціями, а деякі з цілими 20 або більше.","Следует повторить, что порошки и пасты карри, производимые и потребляемые [loc], чрезвычайно разнообразны; некоторые красные, некоторые желтые, некоторые коричневые; некоторые с пятью специями, а некоторые с 20 или более.","Трябва да се повтори, че къри на прах и пасти, произвеждани и консумирани [loc], са изключително разнообразни; някои червени, други жълти, някои кафяви; някои с пет подправки, а други с цели 20 или повече.","Ponovno je treba poudariti, da so curry v prahu in paste, ki se proizvajajo in uživajo [loc], izjemno raznoliki; nekaj rdečih, nekaj rumenih, nekaj rjavih; nekatere s petimi začimbami, nekatere pa kar 20 ali več.","Je třeba zopakovat, že kari a pasty vyráběné a konzumované [loc] jsou extrémně rozmanité; některé červené, některé žluté, některé hnědé; některé s pěti kořeními a některé s až 20 nebo více."
822,Zatory komunikacyjne [loc] zostały znacznie spotęgowane brakiem transportu kolejowego.,Заторы [loc] значна пагоршыліся з-за адсутнасці чыгуначнага транспарту.,Затори [loc] значно погіршилися через відсутність залізничного транспорту.,Пробки на дорогах [loc] сильно усугубляются отсутствием железнодорожного транспорта.,Задръстванията в движението [loc] са силно засилени от липсата на железопътен транспорт.,Prometne zastoje [loc] je močno poslabšalo pomanjkanje železniškega prometa.,Dopravní zácpy [loc] byly značně zhoršeny nedostatkem železniční dopravy.
823,"Swoje regionalne centrale [loc] utworzyło kilka międzynarodowych firm, m.in.","Некалькі міжнародных кампаній стварылі свае рэгіянальныя штаб-кватэры [loc], напрыклад.","Кілька міжнародних компаній створили свої регіональні штаб-квартири [loc], напр.","Несколько международных компаний открыли свои региональные штаб-квартиры [loc], напр.","Няколко международни компании са създали свои регионални централи [loc], напр.","Več mednarodnih podjetij je ustanovilo svoj regionalni sedež [loc], npr.","Několik mezinárodních společností založilo své regionální sídlo [loc], např."
824,"Śmiertelność w Dole w wyniku śmierci na drodze jest najwyższa [loc], gdzie wiele dróg i szlaków przecina jego siedlisko.","Смяротнасць долаў у выніку забойстваў на дарогах самая высокая [loc] там, дзе многія дарогі і сцежкі праходзяць праз асяроддзе яго пражывання.","Смертність долів у результаті загибелі на дорогах найвища [loc] там, де багато доріг і стежок прорізають його середовище проживання.","Смертность волков в результате дорожно-транспортных происшествий является самой высокой [loc], где много дорог и троп пересекают их среду обитания.","Смъртността на доли в резултат на пътни убийства е най-висока [loc], където много пътища и пътеки пресичат местообитанието му.","Umrljivost dolžine zaradi ubijanja na cesti je najvišja [loc], kjer številne ceste in poti presekajo njegov habitat.","Úmrtnost v Dhole v důsledku zabíjení na silnici je nejvyšší [loc] tam, kde mnoho silnic a stezek protíná jeho stanoviště."
825,Istnieją czterdzieści dwie jurysdykcje szkół publicznych [loc] i siedemnaście działających odrębnych jurysdykcji szkół.,Ёсць сорак дзве юрысдыкцыі дзяржаўных школ [loc] і семнаццаць асобных школьных юрысдыкцый.,Є сорок дві юрисдикції державних шкіл [loc] і сімнадцять окремих шкільних юрисдикцій.,Есть сорок две юрисдикции государственных школ [loc] и семнадцать действующих отдельных школьных юрисдикций.,Има четиридесет и две държавни училищни юрисдикции [loc] и седемнадесет действащи отделни училищни юрисдикции.,Obstaja dvainštirideset javnih šolskih pristojnosti [loc] in sedemnajst delujočih ločenih šolskih jurisdikcij.,Existuje 42 jurisdikcí veřejných škol [loc] a sedmnáct provozujících samostatných školských jurisdikcí.
826,"Według aktualnych szacunków, HIV ma zarazić 90 milionów ludzi [loc], co daje co najmniej 18 milionów sierot.","Паводле бягучых ацэнак, ВІЧ заразіць 90 мільёнаў чалавек [loc], што прывядзе да мінімальнай ацэнкі 18 мільёнаў сірот.","Згідно з поточними оцінками, ВІЛ інфікує 90 мільйонів людей [loc], що призведе до мінімальної оцінки 18 мільйонів сиріт.","Согласно текущим оценкам, ВИЧ заразит 90 миллионов человек [loc], в результате чего, как минимум, останется 18 миллионов сирот.","Според настоящите оценки ХИВ се очаква да зарази 90 милиона души [loc], което води до минимална оценка от 18 милиона сираци.","Po trenutnih ocenah naj bi HIV okužil 90 milijonov ljudi [loc], kar naj bi povzročilo najmanj 18 milijonov sirot.","Podle současných odhadů má HIV infikovat 90 milionů lidí [loc], což má za následek minimální odhad 18 milionů sirotků."
827,Statki te mają swoją bazę [loc].,Гэтыя караблі базуюцца [loc].,Ці кораблі базуються [loc].,Эти корабли базируются [loc].,Тези кораби са базирани [loc].,Te ladje imajo sedež [loc].,Tyto lodě mají základnu [loc].
828,Około 30 000 ludzi [loc] każdego roku cierpi na malarię.,Каля 30 000 чалавек [loc] кожны год хварэюць на малярыю.,Приблизно 30 000 людей [loc] щорічно страждають від малярії.,Около 30 000 человек [loc] ежегодно болеют малярией.,Около 30 000 души [loc] страдат всяка година от малария.,Približno 30.000 ljudi [loc] vsako leto zboli za malarijo.,Každý rok trpí malárií asi 30 000 lidí [loc].
829,Definicja karabinu maszynowego jest inna [loc] prawie.,Вызначэнне кулямёта адрозніваецца [loc] законе.,Визначення кулемета є іншим [loc] законі.,Определение пулемета отличается [loc] законе.,Определението за картечница е различно [loc] закон.,Definicija mitraljeza je drugačna [loc] zakonu.,Definice kulometu je jiná [loc] zákoně.
830,W 2008 roku odbyło się 140 festiwali i wydarzeń [loc].,У 2008 годзе адбылося 140 фестываляў і мерапрыемстваў [loc].,У 2008 році відбулося 140 фестивалів та заходів [loc].,В 2008 году было проведено 140 фестивалей и мероприятий [loc].,През 2008 г. имаше 140 фестивала и събития [loc].,Leta 2008 je bilo 140 festivalov in dogodkov [loc].,V roce 2008 se konalo 140 festivalů a akcí [loc].
831,Dyskursy te prawdopodobnie pochodzą z V lub VI wieku i prawdopodobnie pochodzą z [loc].,"Дыскурсы належаць, верагодна, да пятага ці шостага стагоддзя і, магчыма, узніклі [loc].","Дискурси належать, ймовірно, до п’ятого чи шостого століття і, можливо, виникли [loc].","Рассуждения относятся, вероятно, к пятому или шестому веку и, возможно, возникли [loc].",Дискурсите принадлежат вероятно към пети или шести век и вероятно са възникнали [през ???].,Diskurzi sodijo verjetno v peto ali šesto stoletje in so verjetno nastali [loc].,Diskurzy patří pravděpodobně do pátého nebo šestého století a pravděpodobně vznikly [loc].
832,"W 2008 r. istnieje od 28 000 do 30 000 różnych tytułów inkunabilnych, o których wiadomo, że istnieją, podczas gdy liczbę zachowanych egzemplarzy [w samym ???] szacuje się na około 125 000.","Па стане на 2008 год існуе ад 28 000 да 30 000 розных невыканальных назваў, якія, як вядома, захаваліся, у той час як толькі колькасць захаваных копій [loc] ацэньваецца прыкладна ў 125 000.","Станом на 2008 рік існує від 28 000 до 30 000 різних невиправданих назв, які, як відомо, збереглися, тоді як кількість вцілілих копій [loc] тільки оцінюється приблизно в 125 000.","По состоянию на 2008 год известно, что до нас дошло от 28 000 до 30 000 различных инкунативных титулов, а количество сохранившихся копий [loc] только оценивается примерно в 125 000.","Към 2008 г. има между 28 000 и 30 000 различни неизменни заглавия, за които е известно, че са запазени, докато броят на оцелелите копия [loc] само се оценява на около 125 000.","Od leta 2008 je znano, da je ohranjenih med 28.000 in 30.000 različnih nepogrešljivih naslovov, medtem ko je samo število preživelih izvodov [loc] ocenjeno na okoli 125.000.","Od roku 2008 existuje mezi 28 000 a 30 000 různými nevyzpytatelnými tituly, o kterých je známo, že existují, zatímco počet dochovaných kopií [loc] samotných se odhaduje na přibližně 125 000."
833,"Popularne jest twierdzenie, że [loc] biedni biali są uważani za czarnych, a zamożni czarni są uważani za białych.","Папулярнае сцвярджэнне заключаецца ў тым, што [loc] бедныя белыя лічацца чорнымі, а багатыя чорныя — белымі.","Популярне твердження полягає в тому, що [loc] бідні білі вважаються чорними, а багаті чорні вважаються білими.","Популярно утверждение, что [loc] бедные белые считаются черными, а богатые черные считаются белыми.","Популярното твърдение е, че [loc] бедните бели се считат за черни, а богатите чернокожи се считат за бели.","Priljubljena trditev je, da [loc] revni belci veljajo za črne, premožni črnci pa za bele.","Populární tvrzení je, že [loc] chudí běloši jsou považováni za černé a bohatí černoši za bílé."
834,Jest to drugi najwyższy odnotowany w historii [loc].,Гэта другі па велічыні калі-небудзь зафіксаваны [loc].,Це другий за величиною коли-небудь зареєстрований [loc].,Это второй по величине из когда-либо зарегистрированных [loc].,"Това е вторият най-висок, регистриран някога [loc].",To je drugi najvišji doslej zabeležen [loc].,Je to druhá nejvyšší zaznamenaná hodnota [loc].
835,"Obecnie są bardzo małą sektą, występującą głównie [loc].","У цяперашні час яны з'яўляюцца надзвычай невялікай сектай, якая сустракаецца ў асноўным [loc].","Наразі вони є надзвичайно маленькою сектою, що зустрічається переважно [loc].","В настоящее время они представляют собой чрезвычайно маленькую секту, находящуюся в основном [loc].","В момента те са изключително малка секта, която се среща главно [loc].","Trenutno so izjemno majhna sekta, ki jo najdemo predvsem [loc].","V současné době jsou extrémně malou sektou, která se vyskytuje převážně v [???]."
836,Wilgotność względna jest jednak wyższa niż [loc].,"Адносная вільготнасць, аднак, вышэй, чым [loc].","Однак відносна вологість вище, ніж [loc].","Относительная влажность, однако, выше, чем [loc].",Относителната влажност обаче е по-висока от [loc].,Relativna vlažnost pa je višja od [loc].,Relativní vlhkost je však vyšší než [loc].
837,"Szczególnie interesowały go mchy i porosty, te ostatnie stanowią główny składnik diety pospolitego zwierzęcia renifera [loc].","Асабліва яго цікавілі імхі і лішайнікі, апошнія з'яўляюцца асноўнай часткай рацыёну паўночных аленяў, звычайнай жывёлы [loc].","Особливо його цікавили мохи та лишайники, останні є основною частиною раціону північних оленів, звичайної тварини [loc].","Его особенно интересовали мхи и лишайники, последние составляют основную часть рациона северного оленя, обычного животного [loc].","Той се интересуваше особено от мъхове и лишеи, последните са основна част от диетата на северните елени, обикновено животно [loc].","Zanimali so ga predvsem mahovi in ​​lišaji, slednji so glavni del prehrane severnih jelenov, običajne živali [loc].","Zajímal se zejména o mechy a lišejníky, které byly hlavní součástí potravy sobů, běžného zvířete [loc]."
838,W tej epoce władze publiczne [loc] radziły sobie z zagrożeniem przede wszystkim poprzez kwarantannę.,У гэтую эпоху дзяржаўныя ўлады [loc] змагаліся з пагрозай у першую чаргу з дапамогай карантыну.,У цю епоху органи державної влади [loc] боролися із загрозою в першу чергу за допомогою карантину.,В ту эпоху органы государственной власти [loc] боролись с угрозой прежде всего посредством карантина.,През тази ера публичните власти [loc] се справяха със заплахата основно чрез карантина.,V tem obdobju so se javni organi [loc] z grožnjo spopadali predvsem s karanteno.,Během této éry se veřejné orgány [loc] vypořádaly s hrozbou především pomocí karantény.
839,"Dorastał w trudnej rodzinie [loc] z krewnymi, którzy byli właścicielami domu pogrzebowego, i powiedział, że czuł się komfortowo śpiąc w trumnach w magazynie.","Ён вырас у праблемнай сям'і [loc] са сваякамі, якія валодаюць пахавальным бюро, і сказаў, што яму стала зручна спаць у шкатулках у кладоўцы.","Він виріс у неблагополучній родині [loc] з родичами, які володіли похоронним бюро, і сказав, що йому стало комфортно спати в скринях у коморі.","Он вырос в неблагополучной семье [loc] с родственниками, владевшими похоронным бюро, и сказал, что ему было удобно спать в гробах в кладовой.","Той е израснал в проблемно семейство [loc] с роднини, които притежават погребална къща, и казва, че се е направил удобно да спи в ковчежета в склада.","Odraščal je v težavni družini [loc] s sorodniki, ki so imeli pogrebno hišo, in je dejal, da se je prijel s spanjem v skrinjah v shrambi.","Vyrůstal v problémové rodině [loc] s příbuznými, kteří vlastnili pohřební ústav, a řekl, že se spokojil se spaním v rakvích ve skladišti."
840,"Kościół, z siedzibą główną [loc], z oddziałami na całym świecie, ma obecnie członków szacowanych na 100 000 do 400 000.","Касцёл са штаб-кватэрай [loc] і філіяламі па ўсім свеце, у цяперашні час налічвае ад 100 000 да 400 000 членаў.","Церква зі штаб-квартирою [loc], з філіями по всьому світу, наразі налічує від 100 000 до 400 000 членів.",Церковь со штаб-квартирой [loc] и филиалами по всему миру в настоящее время насчитывает от 100 000 до 400 000 членов.,"Църквата, със седалище [loc], с клонове по целия свят, в момента има членство, което се оценява на 100 000 до 400 000.",Cerkev s sedežem [loc] s podružnicami po vsem svetu ima trenutno ocenjeno na 100.000 do 400.000 članov.,Církev se sídlem [loc] s pobočkami po celém světě má v současné době odhadovaný počet členů na 100 000 až 400 000.
841,"Zapytany dlaczego, odpowiedział, że było to jedyne miejsce [loc], w którym nie można było zobaczyć konstrukcji.","На пытанне чаму, ён адказаў, што гэта адзінае месца [loc], дзе не відаць канструкцыі.","На запитання чому, він відповів, що це єдине місце [loc], де не можна було побачити споруду.","Когда его спросили, почему, он ответил, что это было единственное место [loc], где нельзя было увидеть строение.","На въпроса защо, той отговори, че това е единственото място [loc], където не може да се види структурата.","Na vprašanje, zakaj, je odgovoril, da je to edino mesto [loc], kjer ni bilo mogoče videti strukture.","Na otázku proč, odpověděl, že to bylo jediné místo [loc], kde nebylo vidět strukturu."
842,Razem z 25 niezależnymi miastami jest łącznie 2056 gmin [loc].,Разам з 25 незалежнымі гарадамі існуе 2056 муніцыпалітэтаў [loc].,Разом із 25 незалежними містами існує загалом 2056 муніципалітетів [loc].,Вместе с 25 независимыми городами насчитывается 2056 муниципалитетов [loc].,Заедно с 25-те независими града има общо 2056 общини [loc].,Skupaj s 25 samostojnimi mesti je skupaj 2056 občin [loc].,Spolu s 25 samostatnými městy je celkem 2056 obcí [loc].
843,"Firmy utworzone w celu ochrony prywatności lub aktywów często zawierają [loc], co nie wymaga ujawniania własności udziałów.","Кампаніі, створаныя для абароны прыватнасці або абароны актываў, часта ўключаюць [loc], што не патрабуе раскрыцця права ўласнасці на долі.","Компанії, створені для захисту конфіденційності або захисту активів, часто інкорпорують [loc], що не вимагає розкриття права власності на акції.","Компании, созданные для защиты конфиденциальности или активов, часто регистрируются [loc], что не требует раскрытия информации о владении акциями.","Компаниите, създадени за защита на поверителността или активите, често включват [loc], което не изисква разкриване на собствеността върху акциите.","Podjetja, ustanovljena za zaščito zasebnosti ali premoženja, pogosto vključujejo [loc], kar ne zahteva razkritja lastništva delnic.","Společnosti zřízené pro ochranu soukromí nebo majetku často zahrnují [loc], což nevyžaduje zveřejnění vlastnictví akcií."
